execution_event_id,event_date,admin1,admin2,operator,mechanism,queue_id_or_set,event_action,effective_time_local,effective_time_utc,reported_at_local,reported_at_utc,time_lower_local,time_upper_local,time_lower_utc,time_upper_utc,time_precision,time_semantics,state_after_action,affected_scope_detail,related_schedule_record_id,key_event_id,confidence,publication_eligible,impact_note,source_authority,source_url,source_note,explanation_zh,episode_id,episode_seq,mechanism_norm,action_norm,state_before_norm,state_after_norm,event_confidence,time_confidence,scope_confidence,source_origin,source_channel,source_grade,evidence_rank,schema_version
XE20240724_OD_GPV_CANCEL_0825,2024-07-24,Odesa Oblast,DTEK Odesa Grids service area,DTEK Odesa Grids,GPV,ALL,cancel_planned_window,2024-07-24 08:25:00+03:00,2024-07-24 05:25:00+00:00,,,,,,,exact_operator_window,DTEK Odesa states no outages 08:25–18:00. Ukrenergo broad grouping gives 08:20; operator-specific 08:25 is retained.,stabilization outages cancelled until 18:00,DTEK Odesa Grids service area,R20240724_OD_CANCEL_001,KE20240724_REGIONAL_CANCELLATION,high,1,保留 DTEK 08:25 与 Ukrenergo 08:20 的 5 分钟差异；这正是多源情报中不应强行统一的细节。,official_dso_statement_via_public_broadcaster,https://suspilne.media/odesa/797405-v-odeskij-oblasti-do-vecora-skasuvali-vimknenna-svitla/,DTEK Odesa press service states 08:25–18:00.,保留 DTEK 08:25 与 Ukrenergo 08:20 的 5 分钟差异；这正是多源情报中不应强行统一的细节。【置信度：high】,EP20240724_ODESA_OBLAST_01,1,GPV,cancel,unknown,GPV,high,exact_public,specific_service_area,DSO,public_media_relay,near_primary,4,v3.0
XE20240917_SUMY_RESTORE_0226,2024-09-17,Sumy Oblast,Okhtyrka REM|Trostianets|Velyka Pysarivka|part Krasnopillia,Sumyoblenergo,physical_grid_outage,,restore_partial,2024-09-17 02:26:00+03:00,2024-09-16 23:26:00+00:00,,,,,,,exact_effective,Sumyoblenergo reports these networks were re-energized at 02:26 after the energy-infrastructure strike.,partial physical supply restored,Okhtyrka REM|Trostianets|Velyka Pysarivka|part Krasnopillia,R20240917_AUD_001,KE20240917_SUMY_ATTACK,high,1,02:26 已出现部分物理复电，因此 04:00 UTC（07:00 本地）的‘仍有 281072 户无电’只能是残余状态快照，不能当成 outage onset。,official_dso_via_ova,https://t.me/s/Sumy_news_ODA?before=29876,OVA forwards exact Sumyoblenergo restoration chronology.,02:26 已出现部分物理复电，因此 04:00 UTC（07:00 本地）的‘仍有 281072 户无电’只能是残余状态快照，不能当成 outage onset。【置信度：high】,EP20240917_SUMY_OBLAST_01,1,physical_outage,restore_partial,unknown,physical_outage_partial_recovery,high,exact_public,specific_or_partial,DSO,government_relay,near_primary,4,v3.0
XE20240917_SUMY_RESTORE_0311,2024-09-17,Sumy Oblast,part of Putyvl district,Sumyoblenergo,physical_grid_outage,,restore_partial,2024-09-17 03:11:00+03:00,2024-09-17 00:11:00+00:00,,,,,,,exact_effective,Sumyoblenergo reports partial re-energization of Putyvl networks at 03:11.,additional partial physical restoration,part of Putyvl district,R20240917_AUD_001,KE20240917_SUMY_ATTACK,high,1,第二个明确恢复节点，证明该事件应按恢复状态机建模，而不是一个从 04:00 UTC 开始的连续 blackout。,official_dso_via_ova,https://t.me/s/Sumy_news_ODA?before=29876,Exact body time 03:11.,第二个明确恢复节点，证明该事件应按恢复状态机建模，而不是一个从 04:00 UTC 开始的连续 blackout。【置信度：high】,EP20240917_SUMY_OBLAST_01,2,physical_outage,restore_partial,physical_outage_partial_recovery,physical_outage_partial_recovery,high,exact_public,specific_service_area,DSO,government_relay,near_primary,4,v3.0
XE20240917_SUMY_RESIDUAL_0700,2024-09-17,Sumy Oblast,,Sumyoblenergo,physical_grid_outage,,state_observed,2024-09-17 07:00:00+03:00,2024-09-17 04:00:00+00:00,,,,,,,exact_state_time,"At 07:00, 281,072 consumers remained without electricity after earlier partial restorations.",281072 consumers still de-energized,Sumy Oblast,R20240917_AUD_001,KE20240917_SUMY_ATTACK,high,1,这一条与仓库当前 04:00 UTC 锚点完全重合，但语义是‘07:00 时仍有 281072 户无电’，不是‘07:00 才开始停电’。,official_dso_via_ova,https://t.me/s/Sumy_news_ODA?before=29876,Corroborated by Suspilne Sumy and multiple dated local reports.,这一条与仓库当前 04:00 UTC 锚点完全重合，但语义是‘07:00 时仍有 281072 户无电’，不是‘07:00 才开始停电’。【置信度：high】,EP20240917_SUMY_OBLAST_01,3,physical_outage,observe,physical_outage_partial_recovery,physical_outage,high,exact_public,oblast,DSO,government_relay,near_primary,4,v3.0
XE20240918_SUMY_NEW_OUTAGE_2203,2024-09-18,Sumy Oblast,Sumy City critical infrastructure,Sumy municipal water utility / Sumy OVA,physical_grid_outage,,state_observed,2024-09-18 22:03:00+03:00,2024-09-18 19:03:00+00:00,,,,,,,exact_state_time,"After a new strike, all municipal water-utility facilities were de-energized at 22:03 and part of Sumy lost power.",new physical outage after a separate 18-Sep strike,Sumy city / water utility / part of city consumers,,KE20240918_SUMY_REATTACK,high,1,这是 9 月 18 日晚的新袭击造成的新一轮断电，不能作为 9 月 17 日 blackout 的连续尾部。,municipal_utility_and_ova_via_dated_local_media,https://debaty.sumy.ua/news/u-sumah-pislya-chergovogo-udaru-nemaye-svitla-i-vodi,Exact 22:03 water-utility de-energization; part-city power loss reported immediately after strike.,这是 9 月 18 日晚的新袭击造成的新一轮断电，不能作为 9 月 17 日 blackout 的连续尾部。【置信度：high】,EP20240918_SUMY_OBLAST_01,1,physical_outage,observe,unknown,physical_outage,high,exact_public,specific_service_area,government,media_relay,near_primary,4,v3.0
XE20241022_SUMY_GAV_ADD_5_6_0738,2024-10-22,Sumy Oblast,,Sumyoblenergo,GAV,5|6,activate_additional,2024-10-22 07:38:00+03:00,2024-10-22 04:38:00+00:00,,,,,,,exact_effective,Sumyoblenergo states GAV queues 5 and 6 were additionally applied at 07:38.,GAV expanded to include queues 5 and 6,Sumy Oblast,R20241022_SUMY_GPV_1600,KE20241022_SUMY_ATTACK,high,1,早间第一轮 GAV 的加严节点；此前表只记录了 18:57 的第二轮 GAV，遗漏了同日早间状态链。,dso_statement_via_public_broadcaster,https://t.me/s/suspilnesumy?before=38973,Public broadcaster reproduces exact Sumyoblenergo body time.,早间第一轮 GAV 的加严节点；此前表只记录了 18:57 的第二轮 GAV，遗漏了同日早间状态链。【置信度：high】,EP20241022_SUMY_OBLAST_01,1,GAV,expand,unknown,GAV,high,exact_public,oblast,DSO,public_media_relay,near_primary,4,v3.0
XE20241022_SUMY_GAV_ADD_7_10_0851,2024-10-22,Sumy Oblast,,Sumyoblenergo,GAV,7|8|9|10,activate_additional,2024-10-22 08:51:00+03:00,2024-10-22 05:51:00+00:00,,,,,,,exact_effective,At 08:51 GAV was additionally applied to queues 7–10; all GAV queues were then active.,all GAV queues active,Sumy Oblast,R20241022_SUMY_GPV_1600,KE20241022_SUMY_ATTACK,high,1,08:51 时早间 GAV 已扩展到全部队列，是明显的 emergency override 峰值。,dso_statement_via_public_broadcaster,https://t.me/s/suspilnesumy?before=38973,Exact Sumyoblenergo body time.,08:51 时早间 GAV 已扩展到全部队列，是明显的 emergency override 峰值。【置信度：high】,EP20241022_SUMY_OBLAST_01,2,GAV,expand,GAV,GAV,high,exact_public,oblast,DSO,public_media_relay,near_primary,4,v3.0
XE20241022_SUMY_MORNING_CANCEL_1600,2024-10-22,Sumy Oblast,,Sumyoblenergo,GAV->GPV,ALL,replace_gav_with_gpv,2024-10-22 16:00:00+03:00,2024-10-22 13:00:00+00:00,,,,,,,exact_effective,Sumyoblenergo explicitly states at 16:00 it introduces GPV at 2.5 queues and reconnects all consumers then disconnected under GAV.,morning GAV off; affected GAV consumers restored; GPV 2.5 queues active,Sumy Oblast,R20241022_SUMY_GPV_1600,KE20241022_SUMY_ATTACK,high,1,这关闭了 10 月 22 日早间那一轮 GAV，但不是 18:57 第二轮 GAV 的终点；原 gap 需要改成‘晚间第二轮取消时间仍缺失’。,dso_statement_via_public_broadcaster,https://t.me/s/suspilnesumy?before=38967,Exact action time in quoted DSO body.,这关闭了 10 月 22 日早间那一轮 GAV，但不是 18:57 第二轮 GAV 的终点；原 gap 需要改成‘晚间第二轮取消时间仍缺失’。【置信度：high】,EP20241022_SUMY_OBLAST_01,3,GAV,replace,GAV,GPV,high,exact_public,oblast,DSO,public_media_relay,near_primary,4,v3.0
XE20241111_DN_EMG_STATE_0735,2024-11-11,Dnipropetrovsk Oblast,DTEK Dnipro Grids service area,DTEK Dnipro Grids,preventive_emergency,,state_observed,,,2024-11-11 07:35:00+02:00,2024-11-11 05:35:00+00:00,,,,,reported_at,"Dated Dnipropetrovsk reporting states preventive emergency outages were introduced at 07:35 by Ukrenergo instruction; treat as public action/state time, not feeder telemetry.",preventive emergency outages active; planned schedules inactive,DTEK Dnipro Grids service area,R20241111_EMG_001,KE20241111_PREVENTIVE_EMERGENCY,high,1,补上 Dnipropetrovsk 的预防性 emergency 状态；此类事件由威胁触发，不等同于已经发生物理电网损伤。,dso_statement_via_dated_local_media,https://1kr.ua/ua/news-96606.html,Local report explicitly gives 07:35 and attributes action to DTEK/Ukrenergo.,补上 Dnipropetrovsk 的预防性 emergency 状态；此类事件由威胁触发，不等同于已经发生物理电网损伤。【置信度：high】,EP20241111_DNIPROPETROVSK_OBL_01,1,preventive_emergency,observe,unknown,emergency,high,reported_state,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20241111_DN_EMG_CANCEL_BY_1323,2024-11-11,Dnipropetrovsk Oblast,DTEK Dnipro Grids service area,DTEK Dnipro Grids,preventive_emergency,,cancel_all,,,2024-11-11 13:23:00+02:00,2024-11-11 11:23:00+00:00,,2024-11-11 13:23:00+02:00,,2024-11-11 11:23:00+00:00,cancelled_by,At 13:23 DTEK reported emergency outages cancelled and power being gradually returned in Dnipropetrovsk and other DTEK regions.,emergency cancelled; gradual restoration underway,DTEK Dnipro Grids service area,R20241111_EMG_001,KE20241111_PREVENTIVE_EMERGENCY,high,1,13:23 是 DTEK 公开取消/开始逐步恢复的上界，不代表所有用户在 13:23 同秒恢复。,official_dso_statement_via_dated_media,https://nv.ua/ukr/ukraine/events/vidklyuchennya-svitla-skasavani-u-kiyevi-ta-chotiroh-oblastyah-11-listopada-dtek-50465480.html,DTEK statement reproduced at 13:23.,13:23 是 DTEK 公开取消/开始逐步恢复的上界，不代表所有用户在 13:23 同秒恢复。【置信度：high】,EP20241111_DNIPROPETROVSK_OBL_01,2,preventive_emergency,cancel,emergency,normal_or_planned,high,upper_bound,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20241121_SUMY_GAV_1_3_0654,2024-11-21,Sumy Oblast,,Sumyoblenergo,GAV,1|2|3,activate,2024-11-21 06:54:00+02:00,2024-11-21 04:54:00+00:00,,,,,,,exact_effective,Sumyoblenergo states GAV queues 1–3 introduced at 06:54 by Ukrenergo instruction.,GAV queues 1–3 active while GPV also applies,Sumy Oblast,R20241121_NAT_001,KE20241121_MULTI_REGION_EMERGENCY_REENTRY,high,1,06:54 emergency 与既有 GPV 叠加，是 11 月 17 日攻击恢复过程中的一次重新恶化。,official_dso_via_dated_local_media,https://debaty.sumy.ua/news/na-sumshhini-vvedeni-grafiki-avarijnih-vidklyuchen-8,Exact DSO body time.,06:54 emergency 与既有 GPV 叠加，是 11 月 17 日攻击恢复过程中的一次重新恶化。【置信度：high】,EP20241121_SUMY_OBLAST_01,1,GAV,activate,unknown,GPV+GAV,high,exact_public,oblast,DSO,media_relay,near_primary,4,v3.0
XE20241121_SUMY_SGAV_1_0708,2024-11-21,Sumy Oblast,part Sumy|Shostka|Konotop districts,Sumyoblenergo,SGAV,1,activate,2024-11-21 07:08:00+02:00,2024-11-21 05:08:00+00:00,,,,,,,exact_effective,At 07:08 special emergency schedule SGAV queue 1 was introduced in Sumy.,SGAV q1 active in addition to GAV/GPV,"parts of Sumy, Shostka and Konotop districts",R20241121_NAT_001,KE20241121_MULTI_REGION_EMERGENCY_REENTRY,high,1,07:08 再升级到 SGAV，说明该晨间事件不是单一 emergency 标志，而是两级紧急机制叠加。,official_dso_via_dated_local_media,https://debaty.sumy.ua/news/na-sumshhini-vvedeni-grafiki-avarijnih-vidklyuchen-8,Exact DSO body time.,07:08 再升级到 SGAV，说明该晨间事件不是单一 emergency 标志，而是两级紧急机制叠加。【置信度：high】,EP20241121_SUMY_OBLAST_01,2,GAV+SGAV,activate,GPV+GAV,GPV+GAV+SGAV,high,exact_public,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20241121_SUMY_GAV_SGAV_CANCEL_0742,2024-11-21,Sumy Oblast,,Sumyoblenergo,GAV+SGAV,ALL,cancel_all,2024-11-21 07:42:00+02:00,2024-11-21 05:42:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo: Ukrenergo instruction cancels SGAV and GAV at 07:42; GPV remains.,GAV/SGAV off; GPV remains at revised regional intensity,Sumy Oblast,R20241121_SUMY_GPV_0742,KE20241121_MULTI_REGION_EMERGENCY_REENTRY,high,1,这是非常干净的 emergency override 闭环：06:54 GAV → 07:08 SGAV → 07:42 全部取消，但普通 GPV 继续。,official_dso,https://t.me/s/SumyEnergo?before=1505,Official body explicitly states cancellation at 07:42.,这是非常干净的 emergency override 闭环：06:54 GAV → 07:08 SGAV → 07:42 全部取消，但普通 GPV 继续。【置信度：high】,EP20241121_SUMY_OBLAST_01,3,GAV+SGAV,cancel,GPV+GAV+SGAV,GPV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20241121_OD_EMG_STATE_BY_0751,2024-11-21,Odesa Oblast,DTEK Odesa Grids service area,DTEK Odesa Grids,emergency_outage,,state_observed,,,2024-11-21 07:51:00+02:00,2024-11-21 05:51:00+00:00,,,,,reported_at,"By 07:51, DTEK emergency outages were publicly confirmed in Odesa; exact command/switch minute is not claimed.",emergency outages active; standard schedules temporarily invalid,DTEK Odesa Grids service area,R20241121_NAT_001,KE20241121_MULTI_REGION_EMERGENCY_REENTRY,high,1,07:51 是可靠的状态观察，不是物理拉闸时间；几分钟后 Ukrenergo 已公开宣布 emergency 取消。,dtek_statement_via_national_media,https://www.pravda.com.ua/news/2024/11/21/7485571/,DTEK statement reproduced by Ukrainska Pravda at 07:51.,07:51 是可靠的状态观察，不是物理拉闸时间；几分钟后 Ukrenergo 已公开宣布 emergency 取消。【置信度：high】,EP20241121_ODESA_OBLAST_01,1,emergency,observe,unknown,emergency,high,reported_state,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20241121_OD_EMG_CANCEL_BY_0756,2024-11-21,Odesa Oblast,DTEK Odesa Grids service area,Ukrenergo / DTEK Odesa Grids,emergency_outage,,cancel_all,,,2024-11-21 07:56:00+02:00,2024-11-21 05:56:00+00:00,,2024-11-21 07:56:00+02:00,,2024-11-21 05:56:00+00:00,cancelled_by,"By 07:56, Ukrenergo reported emergency outages applied during the air alert had been cancelled.",emergency cancelled; scheduled restrictions continue according to updated commands,Odesa Oblast,R20241121_NAT_001,KE20241121_MULTI_REGION_EMERGENCY_REENTRY,high,1,07:51–07:56 形成非常窄的‘公开状态窗口’，但仍不能把它理解成全州真实停电只持续 5 分钟；发布延迟可能占主要部分。,official_tso_via_radio_svoboda,https://www.radiosvoboda.org/amp/news-ukrenerho-vymknennia/33210386.html,Cancellation is an upper bound from a 07:56 dated report.,07:51–07:56 形成非常窄的‘公开状态窗口’，但仍不能把它理解成全州真实停电只持续 5 分钟；发布延迟可能占主要部分。【置信度：high】,EP20241121_ODESA_OBLAST_01,2,emergency,cancel,emergency,normal_or_planned,high,upper_bound,specific_service_area,TSO,public_media_relay,near_primary,4,v3.0
XE20241121_DN_EMG_STATE_BY_0751,2024-11-21,Dnipropetrovsk Oblast,DTEK Dnipro Grids service area,DTEK Dnipro Grids,emergency_outage,,state_observed,,,2024-11-21 07:51:00+02:00,2024-11-21 05:51:00+00:00,,,,,reported_at,"By 07:51, DTEK emergency outages were publicly confirmed in Dnipropetrovsk.",emergency outages active; standard schedules temporarily invalid,DTEK Dnipro Grids service area,R20241121_NAT_001,KE20241121_MULTI_REGION_EMERGENCY_REENTRY,high,1,补上 Dnipropetrovsk 11 月 21 日晨间 emergency re-entry；同样只把 07:51 当作状态观察时间。,dtek_statement_via_national_media,https://www.pravda.com.ua/news/2024/11/21/7485571/,DTEK statement reproduced by Ukrainska Pravda at 07:51.,补上 Dnipropetrovsk 11 月 21 日晨间 emergency re-entry；同样只把 07:51 当作状态观察时间。【置信度：high】,EP20241121_DNIPROPETROVSK_OBL_01,1,emergency,observe,unknown,emergency,high,reported_state,specific_service_area,DSO,media_relay,near_primary,4,v3.0
XE20241121_DN_EMG_CANCEL_BY_0756,2024-11-21,Dnipropetrovsk Oblast,DTEK Dnipro Grids service area,Ukrenergo / DTEK Dnipro Grids,emergency_outage,,cancel_all,,,2024-11-21 07:56:00+02:00,2024-11-21 05:56:00+00:00,,2024-11-21 07:56:00+02:00,,2024-11-21 05:56:00+00:00,cancelled_by,By 07:56 Ukrenergo reported the temporary emergency outages had been cancelled.,emergency cancelled; planned restrictions continue,Dnipropetrovsk Oblast / DTEK service area,R20241121_NAT_001,KE20241121_MULTI_REGION_EMERGENCY_REENTRY,high,1,只作为取消上界使用，不能推断 DTEK 全部 feeder 在 07:56 完成切回。,official_tso_via_radio_svoboda,https://www.radiosvoboda.org/amp/news-ukrenerho-vymknennia/33210386.html,07:56 publication upper bound.,只作为取消上界使用，不能推断 DTEK 全部 feeder 在 07:56 完成切回。【置信度：high】,EP20241121_DNIPROPETROVSK_OBL_01,2,emergency,cancel,emergency,normal_or_planned,high,upper_bound,specific_service_area,TSO,public_media_relay,near_primary,4,v3.0
