ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit,difference_reason
94.248.19.86,94.248.19.0,Dnipropetrovsk Oblast,0.07692307692307693,0.0,0,1,2024-12-15 16:40:23.000000,2024-12-19 15:40:24.000000,0,3,0,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.248.19.93,94.248.19.0,Dnipropetrovsk Oblast,0.15384615384615385,0.0,0,1,2024-09-04 02:39:53.000000,2024-09-17 14:39:54.000000,0,4,0,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.42.101,94.27.42.0,Odesa Oblast,1.0,0.9916666666666667,1,1,2024-06-23 20:38:47.000000,2024-12-27 02:39:19.000000,0,42,84,7.0,31.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.45.41,94.27.45.0,Odesa Oblast,0.9666666666666667,0.9833333333333333,1,1,2024-06-22 20:46:55.000000,2025-01-09 08:40:06.000000,0,250,87,5.0,24.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.45.57,94.27.45.0,Odesa Oblast,0.8666666666666667,1.0,0,1,2024-06-22 16:47:05.000000,2025-01-09 00:40:17.000000,0,203,71,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.45.9,94.27.45.0,Odesa Oblast,0.9666666666666667,0.975,0,1,2024-06-23 17:38:46.000000,2025-01-09 14:39:24.000000,0,212,95,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.13,94.27.48.0,Dnipropetrovsk Oblast,0.7692307692307693,0.8942307692307693,0,1,2024-06-22 21:39:56.000000,2024-12-28 00:39:17.000000,0,47,65,7.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.141,94.27.48.0,Dnipropetrovsk Oblast,0.6923076923076923,0.7692307692307693,0,1,2024-06-23 08:38:44.000000,2025-01-08 14:39:24.000000,0,53,71,6.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.145,94.27.48.0,Dnipropetrovsk Oblast,0.8461538461538461,0.9423076923076923,0,1,2024-07-01 03:38:42.000000,2025-01-08 16:39:21.000000,0,64,55,6.0,13.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.149,94.27.48.0,Dnipropetrovsk Oblast,0.3076923076923077,0.8076923076923077,0,1,2024-08-02 08:38:45.000000,2025-01-09 12:39:24.000000,0,43,65,6.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.157,94.27.48.0,Dnipropetrovsk Oblast,0.7692307692307693,0.8557692307692307,0,1,2024-06-25 08:38:46.000000,2025-01-08 12:39:23.000000,0,63,80,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.169,94.27.48.0,Dnipropetrovsk Oblast,0.7307692307692307,0.8557692307692307,0,1,2024-06-22 09:46:50.000000,2025-01-05 14:39:23.000000,0,53,66,6.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.185,94.27.48.0,Dnipropetrovsk Oblast,0.4230769230769231,0.6826923076923077,0,1,2024-06-23 03:38:43.000000,2025-01-07 15:39:26.000000,0,55,80,6.0,17.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.197,94.27.48.0,Dnipropetrovsk Oblast,0.5,0.5865384615384616,0,1,2024-07-01 11:38:46.000000,2025-01-05 18:39:17.000000,0,28,72,6.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.221,94.27.48.0,Dnipropetrovsk Oblast,0.5769230769230769,0.5480769230769231,0,1,2024-06-23 11:38:44.000000,2024-12-30 17:39:26.000000,0,36,78,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.233,94.27.48.0,Dnipropetrovsk Oblast,0.0,0.4230769230769231,0,1,2024-08-08 08:38:42.000000,2025-01-09 07:40:44.000000,0,23,63,6.0,26.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.237,94.27.48.0,Dnipropetrovsk Oblast,0.0,0.6057692307692307,0,1,2024-08-09 20:38:43.000000,2025-01-08 11:39:36.000000,0,33,41,6.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.241,94.27.48.0,Dnipropetrovsk Oblast,0.5,0.5288461538461539,0,1,2024-06-22 16:47:05.000000,2025-01-07 23:39:28.000000,0,47,72,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.33,94.27.48.0,Dnipropetrovsk Oblast,0.2692307692307692,0.0,0,1,2024-07-12 00:38:44.000000,2024-07-22 08:38:44.000000,0,2,2,8.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.37,94.27.48.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9423076923076923,0,1,2024-07-12 14:38:47.000000,2025-01-06 03:39:22.000000,0,38,91,6.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.77,94.27.48.0,Dnipropetrovsk Oblast,1.0,0.9711538461538461,0,1,2024-06-25 05:38:45.000000,2025-01-06 16:39:20.000000,0,34,73,6.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.9,94.27.48.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9711538461538461,0,1,2024-06-27 07:38:45.000000,2024-12-27 23:39:23.000000,0,39,60,6.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.48.97,94.27.48.0,Dnipropetrovsk Oblast,0.0,0.009615384615384616,0,1,2024-09-16 05:38:45.000000,2025-01-02 09:39:20.000000,0,24,49,7.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.1,94.27.50.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9711538461538461,1,1,2024-06-24 16:38:47.000000,2025-01-07 07:39:50.000000,0,27,67,6.0,28.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.109,94.27.50.0,Dnipropetrovsk Oblast,0.0,0.49038461538461536,0,1,2024-08-12 20:38:43.000000,2024-12-31 15:39:18.000000,0,18,47,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.113,94.27.50.0,Dnipropetrovsk Oblast,0.0,0.5192307692307693,0,1,2024-08-13 16:38:42.000000,2025-01-08 19:39:21.000000,0,29,60,7.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.125,94.27.50.0,Dnipropetrovsk Oblast,0.0,0.5096153846153846,0,1,2024-08-12 13:38:43.000000,2025-01-09 09:39:26.000000,0,38,60,6.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.129,94.27.50.0,Dnipropetrovsk Oblast,0.8461538461538461,0.038461538461538464,0,1,2024-06-25 20:38:45.000000,2024-07-26 10:38:43.000000,0,6,9,8.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.141,94.27.50.0,Dnipropetrovsk Oblast,0.0,0.5192307692307693,0,1,2024-08-13 01:38:41.000000,2025-01-09 02:39:36.000000,0,27,56,6.0,18.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.149,94.27.50.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-11-23 08:38:46.000000,2025-01-06 09:39:20.000000,0,15,17,6.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.165,94.27.50.0,Dnipropetrovsk Oblast,0.8461538461538461,0.7307692307692307,0,1,2024-06-23 11:38:44.000000,2025-01-09 06:39:27.000000,0,53,74,6.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.177,94.27.50.0,Dnipropetrovsk Oblast,0.9615384615384616,0.8365384615384616,0,1,2024-06-26 07:38:41.000000,2025-01-08 04:39:57.000000,0,58,76,6.0,19.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.189,94.27.50.0,Dnipropetrovsk Oblast,0.8461538461538461,0.6057692307692307,0,1,2024-06-23 02:38:45.000000,2025-01-08 20:39:21.000000,0,62,68,6.0,15.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.225,94.27.50.0,Dnipropetrovsk Oblast,0.8461538461538461,0.7307692307692307,0,1,2024-06-23 03:38:43.000000,2024-08-30 09:38:43.000000,0,13,21,8.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.233,94.27.50.0,Dnipropetrovsk Oblast,0.9615384615384616,0.8269230769230769,1,1,2024-07-02 11:38:44.000000,2025-01-09 00:40:17.000000,0,39,69,6.0,29.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.25,94.27.50.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9615384615384616,0,1,2024-06-22 21:39:56.000000,2025-01-09 06:39:27.000000,0,35,91,6.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.253,94.27.50.0,Dnipropetrovsk Oblast,0.8076923076923077,0.7115384615384616,0,1,2024-06-22 23:38:45.000000,2024-12-30 07:39:19.000000,0,41,79,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.37,94.27.50.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-11-15 18:38:45.000000,2025-01-08 22:39:23.000000,0,8,22,6.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.41,94.27.50.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,1,1,2024-07-02 17:38:48.000000,2025-01-08 14:39:24.000000,0,34,60,6.0,22.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.61,94.27.50.0,Dnipropetrovsk Oblast,1.0,0.9615384615384616,0,1,2024-06-23 18:38:44.000000,2024-09-04 21:38:42.000000,0,8,23,7.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.77,94.27.50.0,Dnipropetrovsk Oblast,0.0,0.5384615384615384,0,1,2024-08-10 07:38:44.000000,2025-01-08 00:39:31.000000,0,34,74,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.50.81,94.27.50.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,0,1,2024-07-03 13:38:43.000000,2025-01-07 09:39:27.000000,0,37,70,7.0,26.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.117,94.27.51.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-11-22 08:38:47.000000,2024-12-30 09:39:20.000000,0,6,14,6.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.13,94.27.51.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9230769230769231,0,1,2024-07-02 00:38:43.000000,2025-01-08 12:39:23.000000,0,38,74,6.0,26.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.141,94.27.51.0,Dnipropetrovsk Oblast,0.8076923076923077,0.8076923076923077,0,1,2024-06-24 01:38:42.000000,2025-01-09 12:39:24.000000,0,72,57,6.0,15.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.153,94.27.51.0,Dnipropetrovsk Oblast,0.038461538461538464,0.0,0,1,2024-11-12 01:38:41.000000,2024-11-26 23:39:18.000000,0,2,6,8.0,15.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.161,94.27.51.0,Dnipropetrovsk Oblast,0.6153846153846154,0.75,0,1,2024-06-22 08:46:08.000000,2024-12-09 03:39:40.000000,0,56,66,7.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.165,94.27.51.0,Dnipropetrovsk Oblast,0.5384615384615384,0.7884615384615384,0,1,2024-07-04 13:38:45.000000,2025-01-07 06:39:30.000000,0,50,75,6.0,24.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.177,94.27.51.0,Dnipropetrovsk Oblast,0.8076923076923077,0.8557692307692307,0,1,2024-06-22 12:47:00.000000,2025-01-07 10:39:27.000000,0,64,70,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.181,94.27.51.0,Dnipropetrovsk Oblast,0.0,0.10576923076923077,0,1,2024-08-20 10:38:40.000000,2025-01-09 02:39:36.000000,0,37,63,6.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.189,94.27.51.0,Dnipropetrovsk Oblast,0.6153846153846154,0.75,1,1,2024-06-24 21:38:44.000000,2025-01-05 07:39:19.000000,0,53,96,6.0,31.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.197,94.27.51.0,Dnipropetrovsk Oblast,0.7692307692307693,0.8557692307692307,0,1,2024-06-22 18:47:10.000000,2024-12-31 03:39:19.000000,0,38,86,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.201,94.27.51.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-09-12 05:38:44.000000,2025-01-08 13:39:22.000000,0,22,54,5.0,24.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.205,94.27.51.0,Dnipropetrovsk Oblast,0.7692307692307693,0.8557692307692307,0,1,2024-06-23 00:38:44.000000,2024-12-31 11:39:21.000000,0,32,81,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.213,94.27.51.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-09-24 00:38:44.000000,2025-01-06 14:39:21.000000,0,16,31,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.217,94.27.51.0,Dnipropetrovsk Oblast,0.6923076923076923,0.7403846153846154,0,1,2024-06-23 04:38:44.000000,2025-01-09 03:39:37.000000,0,38,86,6.0,26.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.225,94.27.51.0,Dnipropetrovsk Oblast,0.6923076923076923,0.7019230769230769,0,1,2024-06-23 15:38:42.000000,2024-12-27 12:39:17.000000,0,34,68,7.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.29,94.27.51.0,Dnipropetrovsk Oblast,0.0,0.21153846153846154,0,1,2024-08-19 19:38:44.000000,2024-12-01 01:39:16.000000,0,21,49,7.0,24.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.37,94.27.51.0,Dnipropetrovsk Oblast,0.8076923076923077,0.8269230769230769,0,1,2024-06-24 03:38:46.000000,2025-01-09 10:39:27.000000,0,41,74,6.0,26.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.57,94.27.51.0,Dnipropetrovsk Oblast,0.6153846153846154,0.8461538461538461,0,1,2024-06-24 09:38:46.000000,2024-12-30 17:39:26.000000,0,32,101,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.51.81,94.27.51.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-03 21:39:20.000000,2025-01-08 06:39:57.000000,0,6,14,7.0,16.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.105,94.27.52.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9134615384615384,0,1,2024-06-28 01:38:47.000000,2024-12-31 21:39:18.000000,0,26,106,6.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.109,94.27.52.0,Dnipropetrovsk Oblast,0.9615384615384616,0.875,0,1,2024-06-27 18:38:42.000000,2025-01-06 07:39:22.000000,0,40,64,6.0,26.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.117,94.27.52.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-09-19 05:38:44.000000,2024-12-28 16:39:19.000000,0,19,44,7.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.121,94.27.52.0,Dnipropetrovsk Oblast,0.5,0.6730769230769231,0,1,2024-07-01 04:38:42.000000,2025-01-09 14:39:25.000000,0,35,68,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.137,94.27.52.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9038461538461539,0,1,2024-06-22 16:47:05.000000,2024-12-25 23:39:20.000000,0,43,80,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.145,94.27.52.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9134615384615384,0,1,2024-06-22 12:47:00.000000,2025-01-08 06:39:57.000000,0,51,76,6.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.165,94.27.52.0,Dnipropetrovsk Oblast,0.0,0.009615384615384616,0,1,2024-09-18 17:38:47.000000,2025-01-07 20:39:31.000000,0,34,40,6.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.169,94.27.52.0,Dnipropetrovsk Oblast,0.7692307692307693,0.7403846153846154,0,1,2024-06-23 01:38:43.000000,2025-01-07 01:39:29.000000,0,59,67,6.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.173,94.27.52.0,Dnipropetrovsk Oblast,0.8846153846153846,0.40384615384615385,0,1,2024-06-22 23:38:45.000000,2024-08-05 06:38:42.000000,0,10,22,8.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.181,94.27.52.0,Dnipropetrovsk Oblast,0.8461538461538461,0.875,1,1,2024-06-28 21:38:46.000000,2024-12-31 14:39:19.000000,0,59,59,6.0,25.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.193,94.27.52.0,Dnipropetrovsk Oblast,0.5384615384615384,0.5865384615384616,0,1,2024-06-28 20:38:49.000000,2025-01-08 22:39:23.000000,0,34,76,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.197,94.27.52.0,Dnipropetrovsk Oblast,0.7307692307692307,0.6346153846153846,0,1,2024-06-23 03:38:43.000000,2025-01-09 04:39:36.000000,0,47,80,7.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.201,94.27.52.0,Dnipropetrovsk Oblast,0.0,0.009615384615384616,0,1,2024-10-03 01:38:45.000000,2025-01-08 15:39:20.000000,0,17,31,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.209,94.27.52.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8461538461538461,0,1,2024-06-22 20:46:55.000000,2025-01-09 14:39:25.000000,0,20,79,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.21,94.27.52.0,Dnipropetrovsk Oblast,0.0,0.019230769230769232,0,1,2024-09-25 01:38:42.000000,2025-01-08 03:39:58.000000,0,22,37,6.0,26.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.213,94.27.52.0,Dnipropetrovsk Oblast,0.8076923076923077,0.7884615384615384,0,1,2024-07-01 16:38:43.000000,2025-01-09 13:39:26.000000,0,36,90,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.221,94.27.52.0,Dnipropetrovsk Oblast,0.6538461538461539,0.6923076923076923,0,1,2024-06-23 12:38:44.000000,2025-01-08 07:40:12.000000,0,43,67,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.233,94.27.52.0,Dnipropetrovsk Oblast,0.4230769230769231,0.028846153846153848,0,1,2024-06-23 18:38:44.000000,2024-07-28 14:38:43.000000,0,14,9,8.0,19.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.241,94.27.52.0,Dnipropetrovsk Oblast,0.8461538461538461,0.6442307692307693,0,1,2024-06-22 23:38:45.000000,2025-01-06 15:39:20.000000,0,56,118,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.249,94.27.52.0,Dnipropetrovsk Oblast,0.7307692307692307,0.6730769230769231,0,1,2024-06-22 12:47:00.000000,2025-01-08 04:39:57.000000,0,47,91,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.29,94.27.52.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8173076923076923,0,1,2024-07-05 13:38:42.000000,2025-01-02 21:39:17.000000,0,21,101,6.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.33,94.27.52.0,Dnipropetrovsk Oblast,0.0,0.009615384615384616,0,1,2024-09-19 14:38:45.000000,2025-01-09 00:40:17.000000,0,26,33,5.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.37,94.27.52.0,Dnipropetrovsk Oblast,0.8461538461538461,0.8269230769230769,0,1,2024-06-24 02:38:47.000000,2024-12-31 13:39:18.000000,0,45,102,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.41,94.27.52.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9230769230769231,0,1,2024-06-23 13:38:43.000000,2025-01-08 02:39:51.000000,0,34,99,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.65,94.27.52.0,Dnipropetrovsk Oblast,0.0,0.009615384615384616,0,1,2024-09-20 13:38:45.000000,2025-01-02 09:39:20.000000,0,21,57,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.89,94.27.52.0,Dnipropetrovsk Oblast,0.0,0.009615384615384616,0,1,2024-09-20 10:38:45.000000,2025-01-08 17:39:30.000000,0,20,39,6.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.52.9,94.27.52.0,Dnipropetrovsk Oblast,0.9615384615384616,0.875,0,1,2024-07-01 08:38:47.000000,2025-01-09 07:40:44.000000,0,33,88,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.101,94.27.54.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9038461538461539,1,1,2024-06-23 05:38:45.000000,2024-12-23 21:39:21.000000,0,26,54,7.0,25.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.105,94.27.54.0,Dnipropetrovsk Oblast,1.0,0.9711538461538461,1,1,2024-06-23 08:38:45.000000,2025-01-08 11:39:37.000000,0,42,100,7.0,32.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.121,94.27.54.0,Dnipropetrovsk Oblast,0.6923076923076923,0.7596153846153846,0,1,2024-06-23 04:38:44.000000,2025-01-07 07:39:50.000000,0,46,86,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.137,94.27.54.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-09-24 21:38:42.000000,2025-01-09 13:39:26.000000,0,26,44,6.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.161,94.27.54.0,Dnipropetrovsk Oblast,0.8461538461538461,0.8942307692307693,0,1,2024-06-22 09:46:50.000000,2025-01-04 03:39:17.000000,0,61,93,6.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.165,94.27.54.0,Dnipropetrovsk Oblast,0.8461538461538461,0.7788461538461539,0,1,2024-06-24 16:38:47.000000,2025-01-07 14:39:27.000000,0,39,64,6.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.177,94.27.54.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-09-24 00:38:44.000000,2024-12-30 09:39:20.000000,0,23,32,6.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.185,94.27.54.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-09-25 21:38:45.000000,2025-01-06 18:39:20.000000,0,41,43,6.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.189,94.27.54.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-09-26 16:38:42.000000,2025-01-07 18:39:24.000000,0,40,40,6.0,17.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.193,94.27.54.0,Dnipropetrovsk Oblast,0.5384615384615384,0.6730769230769231,0,1,2024-06-25 04:38:45.000000,2025-01-06 11:39:23.000000,0,34,82,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.225,94.27.54.0,Dnipropetrovsk Oblast,0.6153846153846154,0.7307692307692307,1,1,2024-06-25 07:38:44.000000,2025-01-05 08:39:21.000000,0,40,58,6.0,25.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.241,94.27.54.0,Dnipropetrovsk Oblast,0.6153846153846154,0.7211538461538461,0,1,2024-06-24 00:38:43.000000,2024-12-30 06:39:19.000000,0,35,48,6.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.249,94.27.54.0,Dnipropetrovsk Oblast,0.6153846153846154,0.7307692307692307,0,1,2024-06-23 22:38:44.000000,2025-01-08 23:39:30.000000,0,51,99,7.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.25,94.27.54.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9615384615384616,0,1,2024-06-24 08:38:48.000000,2025-01-09 14:39:25.000000,0,41,80,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.29,94.27.54.0,Dnipropetrovsk Oblast,0.0,0.009615384615384616,0,1,2024-09-22 15:38:45.000000,2025-01-09 02:39:37.000000,0,15,40,6.0,24.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.33,94.27.54.0,Dnipropetrovsk Oblast,0.8076923076923077,0.7884615384615384,0,1,2024-06-27 18:38:42.000000,2025-01-08 15:39:20.000000,0,38,66,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.37,94.27.54.0,Dnipropetrovsk Oblast,1.0,0.9711538461538461,0,1,2024-07-04 14:38:49.000000,2025-01-02 21:39:18.000000,0,35,85,7.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.49,94.27.54.0,Dnipropetrovsk Oblast,1.0,0.9711538461538461,1,1,2024-06-22 10:46:44.000000,2025-01-08 06:39:57.000000,0,33,87,7.0,28.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.5,94.27.54.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9615384615384616,0,1,2024-06-24 18:38:46.000000,2025-01-08 18:39:21.000000,0,36,53,6.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.57,94.27.54.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-07 23:39:25.000000,2025-01-09 03:39:37.000000,0,5,14,7.0,26.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
94.27.54.61,94.27.54.0,Dnipropetrovsk Oblast,1.0,0.9615384615384616,0,1,2024-06-22 12:47:00.000000,2025-01-06 16:39:20.000000,0,37,75,6.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
